"Frame#","Time","HeadX","HeadY","HeadZ","WithersX","WithersY","WithersZ","SacrumX","SacrumY","SacrumZ","HFLX","HFLY","HFLZ","HFRX","HFRY","HFRZ","HHLX","HHLY","HHLZ","HHRX","HHRY","HHRZ"
59,0.483,876.07031,239.01433,1318.41125,-328.05997,27.23388,1269.45935,-1100.25574,35.32900,1256.16455,-46.89697,192.80072,-4.71083,260.17242,-64.99249,53.37008,-1560.52393,290.40363,16.64105,-688.61011,-146.03409,2.35113
60,0.492,874.73889,237.80486,1321.43188,-327.58752,27.25202,1268.68555,-1100.34277,36.85784,1259.73730,-59.97601,192.28783,-4.62434,290.33197,-62.47935,53.28664,-1569.56323,289.31573,19.76745,-702.05261,-147.15982,2.79157
61,0.500,873.16150,236.58664,1324.73254,-327.07797,27.36329,1268.08411,-1100.62317,39.09857,1263.51099,-72.80371,192.99187,-3.81255,320.87616,-59.78714,52.96907,-1578.25867,288.07578,23.02231,-715.57922,-148.30209,3.30027
62,0.508,871.34674,235.49124,1328.26172,-326.53644,27.48304,1267.64771,-1101.03027,42.25050,1267.43640,-85.49805,194.35512,-2.60352,351.88550,-57.18111,52.59776,-1586.37329,287.06448,26.75619,-729.01276,-149.51308,3.68260
63,0.517,869.30719,234.62309,1331.97656,-325.96957,27.55047,1267.38159,-1101.48743,46.19712,1271.48547,-98.33563,195.29990,-1.62038,383.26273,-54.85872,52.46627,-1593.42871,286.50851,31.23395,-742.18536,-150.60239,3.67306
64,0.525,867.05719,233.99890,1335.85376,-325.40384,27.57562,1267.30261,-1101.94568,50.61169,1275.65918,-111.43127,195.39638,-1.10413,414.62799,-52.84406,52.87773,-1598.67065,285.96271,36.01568,-755.20654,-151.38283,3.27179
65,0.533,864.60510,233.52220,1339.89026,-324.87250,27.61025,1267.42786,-1102.36023,54.98854,1279.93286,-124.73657,194.93564,-0.92330,445.31351,-51.09764,53.97827,-1601.16528,284.25232,39.86081,-768.39600,-151.91132,2.87809
66,0.542,861.96216,233.06644,1344.07874,-324.38693,27.67133,1267.76318,-1102.64392,58.54111,1284.21790,-138.17615,194.33220,-0.88470,474.42816,-49.62424,55.53455,-1600.13257,280.19409,41.55489,-781.88354,-152.33664,2.88093
67,0.550,859.15613,232.56931,1348.37854,-323.93405,27.72740,1268.30115,-1102.67651,60.51392,1288.43091,-151.68896,193.78757,-0.88031,500.97461,-48.33467,56.80595,-1595.23926,273.44043,40.83241,-795.42664,-152.63512,3.13502
68,0.558,856.22711,232.00682,1352.72083,-323.49142,27.73802,1269.02783,-1102.35864,60.57550,1292.55334,-165.19873,193.31874,-0.85046,524.12250,-46.98304,56.84122,-1586.63867,264.71802,38.61271,-808.77905,-152.70026,3.16688
